Id,Supermercado,Marca,Producto,Precio,Categoria,Enlace,Fecha,porMayor,ProductoNormalizado
0,Lider,Soprole,"Leche Entera Natural, 200 Ml",470,Leche Entera,https://www.lider.cl/supermercado/product/sku/4512350/soprole-leche-entera-natural-200-ml,2024-10-01,,200ml entera leche soprole
1,Lider,Soprole,"Leche Entera Natural, 200 Ml",470,Leche Entera,https://www.lider.cl/supermercado/product/sku/4512350/soprole-leche-entera-natural-200-ml,2024-10-06,,200ml entera leche soprole
2,Lider,Soprole,"Leche Entera Natural, 200 Ml",470,Leche Entera,https://www.lider.cl/supermercado/product/sku/4512350/soprole-leche-entera-natural-200-ml,2024-10-26,,200ml entera leche soprole
3,Lider,Soprole,"Leche Entera Natural, 200 Ml",470,Leche Entera,https://www.lider.cl/supermercado/product/sku/4512350/soprole-leche-entera-natural-200-ml,2024-11-02,,200ml entera leche soprole
4,Lider,Soprole,"Leche Entera Natural, 200 Ml",470,Leche Entera,https://www.lider.cl/supermercado/product/sku/4512350/soprole-leche-entera-natural-200-ml,2024-11-11,,200ml entera leche soprole
5,Lider,Costa,"Galleta Frac Clásica, 110 G",483,Frac,https://www.lider.cl/supermercado/product/sku/1411447/costa-galleta-frac-clasica-110-g,2024-10-01,,110g clasica costa frac galleta
6,Lider,Costa,"Galleta Frac Chocolate, 110 G",483,Frac,https://www.lider.cl/supermercado/product/sku/1411445/costa-galleta-frac-chocolate-110-g,2024-10-01,,110g chocolate costa frac galleta
7,Lider,Costa,"Galleta Frac Bi Frutilla, 110 G",483,Frac,https://www.lider.cl/supermercado/product/sku/5375/costa-galleta-frac-bi-frutilla-110-g,2024-10-01,,110g bi costa frac frutilla galleta
8,Lider,Costa,"Galletas Frac Naranja, 110 G",483,Frac,https://www.lider.cl/supermercado/product/sku/1158795/costa-galletas-frac-naranja-110-g,2024-10-01,,110g costa frac galletas naranja
9,Lider,Costa,"Galleta Frac Vainilla, 110 G",483,Frac,https://www.lider.cl/supermercado/product/sku/1411449/costa-galleta-frac-vainilla-110-g,2024-10-01,,110g costa frac galleta vainilla
10,Lider,Costa,"Galletas Frac Bi Capuccino, 110 G",483,Frac,https://www.lider.cl/supermercado/product/sku/5363/costa-galletas-frac-bi-capuccino-110-g,2024-10-01,,110g bi capuccino costa frac galletas
11,Santa Isabel,Soprole,Leche Soprole Entera Natural 200 Ml,485,Leche Entera,https://www.santaisabel.cl/leche-entera-soprole-200-ml-1843490/p,2024-10-26,,200ml entera leche soprole soprole
12,Santa Isabel,Soprole,Leche Soprole Entera Natural 200 Ml,485,Leche Entera,https://www.santaisabel.cl/leche-entera-soprole-200-ml-1843490/p,2024-10-06,,200ml entera leche soprole soprole
13,Santa Isabel,Soprole,Leche Soprole Entera Natural 200 Ml,485,Leche Entera,https://www.santaisabel.cl/leche-entera-soprole-200-ml-1843490/p,2024-10-01,,200ml entera leche soprole soprole
14,Jumbo,Soprole,Leche Soprole Entera Natural 200 Ml,489,Leche Entera,https://www.jumbo.cl/leche-entera-soprole-200-ml/p,2024-10-26,,200ml entera leche soprole soprole
15,Jumbo,Soprole,Leche Soprole Entera Natural 200 Ml,489,Leche Entera,https://www.jumbo.cl/leche-entera-soprole-200-ml/p,2024-10-06,,200ml entera leche soprole soprole
16,Jumbo,Soprole,Leche Soprole Entera Natural 200 Ml,489,Leche Entera,https://www.jumbo.cl/leche-entera-soprole-200-ml/p,2024-10-01,,200ml entera leche soprole soprole
17,Lider,Costa,"Galletas Frac Naranja, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1158795/costa-galletas-frac-naranja-110-g,2024-11-11,2 x $1.000,110g costa frac galletas naranja
18,Lider,Costa,"Galletas Frac Bi Capuccino, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/5363/costa-galletas-frac-bi-capuccino-110-g,2024-11-11,2 x $1.000,110g bi capuccino costa frac galletas
19,Lider,Costa,"Galleta Frac Bi Frutilla, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/5375/costa-galleta-frac-bi-frutilla-110-g,2024-11-11,2 x $1.000,110g bi costa frac frutilla galleta
20,Lider,Costa,"Galleta Frac Vainilla, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411449/costa-galleta-frac-vainilla-110-g,2024-11-11,2 x $1.000,110g costa frac galleta vainilla
21,Lider,Costa,"Galleta Frac Clásica, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411447/costa-galleta-frac-clasica-110-g,2024-11-11,2 x $1.000,110g clasica costa frac galleta
22,Lider,Costa,"Galleta Frac Chocolate, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411445/costa-galleta-frac-chocolate-110-g,2024-11-11,2 x $1.000,110g chocolate costa frac galleta
23,Santa Isabel,Costa,Galleta Frac Naranja 110 G,500,Frac,https://www.santaisabel.cl/galleta-frac-naranja-110-gr-2004372/p,2024-10-01,,110g costa frac galleta naranja
24,Lider,Costa,"Galleta Frac Bi Frutilla, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/5375/costa-galleta-frac-bi-frutilla-110-g,2024-10-26,2 x $1.000,110g bi costa frac frutilla galleta
25,Lider,Costa,"Galleta Frac Vainilla, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411449/costa-galleta-frac-vainilla-110-g,2024-10-26,2 x $1.000,110g costa frac galleta vainilla
26,Lider,Costa,"Galleta Frac Clásica, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411447/costa-galleta-frac-clasica-110-g,2024-10-26,2 x $1.000,110g clasica costa frac galleta
27,Lider,Costa,"Galleta Frac Chocolate, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411445/costa-galleta-frac-chocolate-110-g,2024-10-26,2 x $1.000,110g chocolate costa frac galleta
28,Lider,Costa,"Galletas Frac Naranja, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1158795/costa-galletas-frac-naranja-110-g,2024-11-02,2 x $1.000,110g costa frac galletas naranja
29,Lider,Costa,"Galleta Frac Bi Frutilla, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/5375/costa-galleta-frac-bi-frutilla-110-g,2024-10-06,2 x $1.000,110g bi costa frac frutilla galleta
30,Lider,Costa,"Galleta Frac Chocolate, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411445/costa-galleta-frac-chocolate-110-g,2024-10-06,2 x $1.000,110g chocolate costa frac galleta
31,Lider,Costa,"Galleta Frac Clásica, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411447/costa-galleta-frac-clasica-110-g,2024-10-06,2 x $1.000,110g clasica costa frac galleta
32,Santa Isabel,Costa,Galleta Frac Bi Frutilla 110 G,500,Frac,https://www.santaisabel.cl/galleta-frac-bi-frutilla-110gr/p,2024-10-01,,110g bi costa frac frutilla galleta
33,Lider,Costa,"Galletas Frac Bi Capuccino, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/5363/costa-galletas-frac-bi-capuccino-110-g,2024-10-26,2 x $1.000,110g bi capuccino costa frac galletas
34,Lider,Costa,"Galletas Frac Bi Capuccino, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/5363/costa-galletas-frac-bi-capuccino-110-g,2024-11-02,2 x $1.000,110g bi capuccino costa frac galletas
35,Lider,Costa,"Galletas Frac Naranja, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1158795/costa-galletas-frac-naranja-110-g,2024-10-06,2 x $1.000,110g costa frac galletas naranja
36,Lider,Costa,"Galleta Frac Bi Frutilla, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/5375/costa-galleta-frac-bi-frutilla-110-g,2024-11-02,2 x $1.000,110g bi costa frac frutilla galleta
37,Lider,Costa,"Galleta Frac Vainilla, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411449/costa-galleta-frac-vainilla-110-g,2024-11-02,2 x $1.000,110g costa frac galleta vainilla
38,Lider,Costa,"Galleta Frac Vainilla, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411449/costa-galleta-frac-vainilla-110-g,2024-10-06,2 x $1.000,110g costa frac galleta vainilla
39,Lider,Costa,"Galletas Frac Naranja, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1158795/costa-galletas-frac-naranja-110-g,2024-10-26,2 x $1.000,110g costa frac galletas naranja
40,Lider,Costa,"Galleta Frac Clásica, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411447/costa-galleta-frac-clasica-110-g,2024-11-02,2 x $1.000,110g clasica costa frac galleta
41,Lider,Costa,"Galletas Frac Bi Capuccino, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/5363/costa-galletas-frac-bi-capuccino-110-g,2024-10-06,2 x $1.000,110g bi capuccino costa frac galletas
42,Lider,Costa,"Galleta Frac Chocolate, 110 G",500,Frac,https://www.lider.cl/supermercado/product/sku/1411445/costa-galleta-frac-chocolate-110-g,2024-11-02,2 x $1.000,110g chocolate costa frac galleta
43,Santa Isabel,Soprole,Leche Soprole Entera Natural 200 Ml,505,Leche Entera,https://www.santaisabel.cl/leche-entera-soprole-200-ml-1843490/p,2024-11-11,,200ml entera leche soprole soprole
44,Santa Isabel,Soprole,Leche Soprole Entera Natural 200 Ml,505,Leche Entera,https://www.santaisabel.cl/leche-entera-soprole-200-ml-1843490/p,2024-11-02,,200ml entera leche soprole soprole
45,Jumbo,Soprole,Leche Soprole Entera Natural 200 Ml,509,Leche Entera,https://www.jumbo.cl/leche-entera-soprole-200-ml/p,2024-11-02,,200ml entera leche soprole soprole
46,Jumbo,Soprole,Leche Soprole Entera Natural 200 Ml,509,Leche Entera,https://www.jumbo.cl/leche-entera-soprole-200-ml/p,2024-11-11,,200ml entera leche soprole soprole
47,Unimarc,Costa,Galletas Costa Frac Vainilla 130 G,510,Frac,https://www.unimarc.cl/product/galleta-frac-vainilla-costa-130-gr,2024-10-01,,130g costa costa frac galletas vainilla
48,Unimarc,Nutregal,Pasta Spaghetti N°5 Nutregal 400 G,510,Tallarín,https://www.unimarc.cl/product/spaghetti-n5-nutregal-400-gr,2024-10-26,,400g ndeg5 nutregal nutregal pasta spaghetti
49,Unimarc,Nutregal,Pasta Tallarines N° 87 Nutregal 400 G,510,Tallarín,https://www.unimarc.cl/product/tallarin-87-nutregal-400-gr,2024-10-26,,400g 87 ndeg nutregal nutregal pasta tallarines
50,Unimarc,Nutregal,Pasta Tallarines N° 87 Nutregal 400 G,510,Tallarín,https://www.unimarc.cl/product/tallarin-87-nutregal-400-gr,2024-10-06,,400g 87 ndeg nutregal nutregal pasta tallarines
51,Unimarc,Merkat,Pasta Spaghetti N°5 Merkat 400 G,510,Tallarín,https://www.unimarc.cl/product/spaghetti-n-5-merkat-400-gr,2024-10-01,,400g merkat merkat ndeg5 pasta spaghetti
52,Unimarc,Nutregal,Pasta Tallarines N° 87 Nutregal 400 G,510,Tallarín,https://www.unimarc.cl/product/tallarin-87-nutregal-400-gr,2024-11-02,,400g 87 ndeg nutregal nutregal pasta tallarines
53,Unimarc,Costa,Galletas Costa Frac Chocolate 130 G,510,Frac,https://www.unimarc.cl/product/galletas-frac-chocolate-costa-130-g,2024-10-06,,130g chocolate costa costa frac galletas
54,Unimarc,Nutregal,Pasta Spaghetti N°5 Nutregal 400 G,510,Tallarín,https://www.unimarc.cl/product/spaghetti-n5-nutregal-400-gr,2024-11-02,,400g ndeg5 nutregal nutregal pasta spaghetti
55,Unimarc,Merkat,Pasta Tallarines N°77 Merkat 400 G,510,Tallarín,https://www.unimarc.cl/product/pasta-tallarines-n-77-merkat-400-g,2024-10-01,,400g merkat merkat ndeg77 pasta tallarines
56,Unimarc,Nutregal,Pasta Spaghetti N°5 Nutregal 400 G,510,Tallarín,https://www.unimarc.cl/product/spaghetti-n5-nutregal-400-gr,2024-10-01,,400g ndeg5 nutregal nutregal pasta spaghetti
57,Unimarc,Nutregal,Pasta Tallarines N° 87 Nutregal 400 G,510,Tallarín,https://www.unimarc.cl/product/tallarin-87-nutregal-400-gr,2024-10-01,,400g 87 ndeg nutregal nutregal pasta tallarines
58,Unimarc,Costa,Galletas Costa Frac Chocolate 130 G,510,Frac,https://www.unimarc.cl/product/galletas-frac-chocolate-costa-130-g,2024-10-01,,130g chocolate costa costa frac galletas
59,Unimarc,Nutregal,Pasta Spaghetti N°5 Nutregal 400 G,510,Tallarín,https://www.unimarc.cl/product/spaghetti-n5-nutregal-400-gr,2024-10-06,,400g ndeg5 nutregal nutregal pasta spaghetti
60,Unimarc,Costa,Galletas Costa Frac Vainilla 130 G,510,Frac,https://www.unimarc.cl/product/galleta-frac-vainilla-costa-130-gr,2024-10-06,,130g costa costa frac galletas vainilla
61,Unimarc,Merkat,Pasta Tallarines N°77 Merkat 400 G,520,Tallarín,https://www.unimarc.cl/product/pasta-tallarines-n-77-merkat-400-g,2024-11-11,,400g merkat merkat ndeg77 pasta tallarines
62,Unimarc,Merkat,Pasta Spaghetti N°5 Merkat 400 G,520,Tallarín,https://www.unimarc.cl/product/spaghetti-n-5-merkat-400-gr,2024-11-11,,400g merkat merkat ndeg5 pasta spaghetti
63,Unimarc,Merkat,Pasta Tallarines N°77 Merkat 400 G,520,Tallarín,https://www.unimarc.cl/product/pasta-tallarines-n-77-merkat-400-g,2024-11-02,,400g merkat merkat ndeg77 pasta tallarines
64,Unimarc,Merkat,Pasta Spaghetti N°5 Merkat 400 G,520,Tallarín,https://www.unimarc.cl/product/spaghetti-n-5-merkat-400-gr,2024-11-02,,400g merkat merkat ndeg5 pasta spaghetti
65,Unimarc,Merkat,Pasta Spaghetti N°5 Merkat 400 G,520,Tallarín,https://www.unimarc.cl/product/spaghetti-n-5-merkat-400-gr,2024-10-26,,400g merkat merkat ndeg5 pasta spaghetti
66,Unimarc,Merkat,Pasta Tallarines N°77 Merkat 400 G,520,Tallarín,https://www.unimarc.cl/product/pasta-tallarines-n-77-merkat-400-g,2024-10-06,,400g merkat merkat ndeg77 pasta tallarines
67,Unimarc,Merkat,Pasta Spaghetti N°5 Merkat 400 G,520,Tallarín,https://www.unimarc.cl/product/spaghetti-n-5-merkat-400-gr,2024-10-06,,400g merkat merkat ndeg5 pasta spaghetti
68,Unimarc,Merkat,Pasta Tallarines N°77 Merkat 400 G,520,Tallarín,https://www.unimarc.cl/product/pasta-tallarines-n-77-merkat-400-g,2024-10-26,,400g merkat merkat ndeg77 pasta tallarines
69,Unimarc,Soprole,Leche Entera Natural Soprole 200 Ml,530,Leche Entera,https://www.unimarc.cl/product/leche-entera-soprole-200-ml-2,2024-11-02,,200ml entera leche soprole soprole
70,Santa Isabel,Máxima,Corbatas Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/corbatas-maxima-400-g-1757438/p,2024-11-02,,400g corbatas maxima maxima
71,Lider,Colun,"Leche Entera Natural Caja, 200 Ml",530,Leche Entera,https://www.lider.cl/supermercado/product/sku/291971/colun-leche-entera-natural-caja-200-ml,2024-11-02,,200ml caja colun entera leche
72,Unimarc,Soprole,Leche Entera Natural Soprole 200 Ml,530,Leche Entera,https://www.unimarc.cl/product/leche-entera-soprole-200-ml-2,2024-11-11,,200ml entera leche soprole soprole
73,Lider,Colun,"Leche Entera Natural Caja, 200 Ml",530,Leche Entera,https://www.lider.cl/supermercado/product/sku/291971/colun-leche-entera-natural-caja-200-ml,2024-11-11,,200ml caja colun entera leche
74,Santa Isabel,Máxima,Corbatas Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/corbatas-maxima-400-g-1757438/p,2024-11-11,,400g corbatas maxima maxima
75,Santa Isabel,Máxima,Tallarín N°77 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/tallarin-n-77-maxima-400-g-1757441/p,2024-11-11,,400g maxima maxima ndeg77 tallarin
76,Santa Isabel,Máxima,Espirales Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/espirales-maxima-400-g-1757439/p,2024-11-11,,400g espirales maxima maxima
77,Santa Isabel,Máxima,Spaghetti N° 5 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-maxima-400-g-1757440/p,2024-11-11,,400g maxima maxima ndeg spaghetti
78,Santa Isabel,Máxima,Tallarín N°77 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/tallarin-n-77-maxima-400-g-1757441/p,2024-11-02,,400g maxima maxima ndeg77 tallarin
79,Santa Isabel,Máxima,Espirales Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/espirales-maxima-400-g-1757439/p,2024-10-01,,400g espirales maxima maxima
80,Santa Isabel,Máxima,Tallarín N°77 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/tallarin-n-77-maxima-400-g-1757441/p,2024-10-06,,400g maxima maxima ndeg77 tallarin
81,Santa Isabel,Máxima,Espirales Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/espirales-maxima-400-g-1757439/p,2024-10-26,,400g espirales maxima maxima
82,Santa Isabel,Máxima,Corbatas Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/corbatas-maxima-400-g-1757438/p,2024-10-06,,400g corbatas maxima maxima
83,Santa Isabel,Máxima,Spaghetti N° 5 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-maxima-400-g-1757440/p,2024-10-01,,400g maxima maxima ndeg spaghetti
84,Santa Isabel,Máxima,Tallarín N°77 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/tallarin-n-77-maxima-400-g-1757441/p,2024-10-01,,400g maxima maxima ndeg77 tallarin
85,Santa Isabel,Máxima,Corbatas Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/corbatas-maxima-400-g-1757438/p,2024-10-26,,400g corbatas maxima maxima
86,Unimarc,Soprole,Leche Entera Natural Soprole 200 Ml,530,Leche Entera,https://www.unimarc.cl/product/leche-entera-soprole-200-ml-2,2024-10-01,,200ml entera leche soprole soprole
87,Lider,Colun,"Leche Entera Natural Caja, 200 Ml",530,Leche Entera,https://www.lider.cl/supermercado/product/sku/291971/colun-leche-entera-natural-caja-200-ml,2024-10-01,,200ml caja colun entera leche
88,Santa Isabel,Máxima,Espirales Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/espirales-maxima-400-g-1757439/p,2024-10-06,,400g espirales maxima maxima
89,Santa Isabel,Máxima,Corbatas Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/corbatas-maxima-400-g-1757438/p,2024-10-01,,400g corbatas maxima maxima
90,Santa Isabel,Máxima,Tallarín N°77 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/tallarin-n-77-maxima-400-g-1757441/p,2024-10-26,,400g maxima maxima ndeg77 tallarin
91,Unimarc,Soprole,Leche Entera Natural Soprole 200 Ml,530,Leche Entera,https://www.unimarc.cl/product/leche-entera-soprole-200-ml-2,2024-10-06,,200ml entera leche soprole soprole
92,Santa Isabel,Máxima,Espirales Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/espirales-maxima-400-g-1757439/p,2024-11-02,,400g espirales maxima maxima
93,Lider,Colun,"Leche Entera Natural Caja, 200 Ml",530,Leche Entera,https://www.lider.cl/supermercado/product/sku/291971/colun-leche-entera-natural-caja-200-ml,2024-10-06,,200ml caja colun entera leche
94,Santa Isabel,Máxima,Spaghetti N° 5 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-maxima-400-g-1757440/p,2024-10-26,,400g maxima maxima ndeg spaghetti
95,Unimarc,Soprole,Leche Entera Natural Soprole 200 Ml,530,Leche Entera,https://www.unimarc.cl/product/leche-entera-soprole-200-ml-2,2024-10-26,,200ml entera leche soprole soprole
96,Lider,Colun,"Leche Entera Natural Caja, 200 Ml",530,Leche Entera,https://www.lider.cl/supermercado/product/sku/291971/colun-leche-entera-natural-caja-200-ml,2024-10-26,,200ml caja colun entera leche
97,Santa Isabel,Máxima,Spaghetti N° 5 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-maxima-400-g-1757440/p,2024-11-02,,400g maxima maxima ndeg spaghetti
98,Santa Isabel,Máxima,Spaghetti N° 5 Máxima 400 G,530,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-maxima-400-g-1757440/p,2024-10-06,,400g maxima maxima ndeg spaghetti
99,Santa Isabel,Colun,Leche Colun Entera 200 Ml,545,Leche Entera,https://www.santaisabel.cl/leche-entera-colun-caja-200cc-natural/p,2024-10-01,,200ml colun colun entera leche
100,Santa Isabel,Colun,Leche Colun Entera 200 Ml,545,Leche Entera,https://www.santaisabel.cl/leche-entera-colun-caja-200cc-natural/p,2024-11-02,,200ml colun colun entera leche
101,Santa Isabel,Colun,Leche Colun Entera 200 Ml,545,Leche Entera,https://www.santaisabel.cl/leche-entera-colun-caja-200cc-natural/p,2024-10-06,,200ml colun colun entera leche
102,Santa Isabel,Colun,Leche Colun Entera 200 Ml,545,Leche Entera,https://www.santaisabel.cl/leche-entera-colun-caja-200cc-natural/p,2024-10-26,,200ml colun colun entera leche
103,Jumbo,Colun,Leche Colun Entera 200 Ml,549,Leche Entera,https://www.jumbo.cl/leche-entera-colun-caja-200cc-natural/p,2024-11-02,,200ml colun colun entera leche
104,Jumbo,Colun,Leche Colun Entera 200 Ml,549,Leche Entera,https://www.jumbo.cl/leche-entera-colun-caja-200cc-natural/p,2024-10-06,,200ml colun colun entera leche
105,Jumbo,Colun,Leche Colun Entera 200 Ml,549,Leche Entera,https://www.jumbo.cl/leche-entera-colun-caja-200cc-natural/p,2024-10-26,,200ml colun colun entera leche
106,Jumbo,Colun,Leche Colun Entera 200 Ml,549,Leche Entera,https://www.jumbo.cl/leche-entera-colun-caja-200cc-natural/p,2024-11-11,,200ml colun colun entera leche
107,Jumbo,Colun,Leche Colun Entera 200 Ml,549,Leche Entera,https://www.jumbo.cl/leche-entera-colun-caja-200cc-natural/p,2024-10-01,,200ml colun colun entera leche
108,Santa Isabel,Costa,Galletas Frac Clásica 52 G,550,Frac,https://www.santaisabel.cl/galletas-frac-clasica-52-g-1290080/p,2024-11-11,,52g clasica costa frac galletas
109,Santa Isabel,Costa,Galletas Frac Clásica 52 G,550,Frac,https://www.santaisabel.cl/galletas-frac-clasica-52-g-1290080/p,2024-11-02,,52g clasica costa frac galletas
110,Santa Isabel,Costa,Galletas Frac Clásica 52 G,550,Frac,https://www.santaisabel.cl/galletas-frac-clasica-52-g-1290080/p,2024-10-26,,52g clasica costa frac galletas
111,Santa Isabel,Costa,Galletas Frac Clásica 52 G,550,Frac,https://www.santaisabel.cl/galletas-frac-clasica-52-g-1290080/p,2024-10-01,,52g clasica costa frac galletas
112,Santa Isabel,Costa,Galletas Frac Clásica 52 G,550,Frac,https://www.santaisabel.cl/galletas-frac-clasica-52-g-1290080/p,2024-10-06,,52g clasica costa frac galletas
113,Unimarc,Nestle,Leche Entera Trencito Nestlé Sabor Chocolate 200 Ml,560,Leche Entera,https://www.unimarc.cl/product/leche-chocolate-entera-trencito-nestle-200-ml,2024-10-26,3 x $1.680,200ml chocolate entera leche nestle nestle sabor trencito
114,Unimarc,Nestle,Leche Entera Trencito Nestlé Sabor Chocolate 200 Ml,560,Leche Entera,https://www.unimarc.cl/product/leche-chocolate-entera-trencito-nestle-200-ml,2024-11-11,3 x $1.680,200ml chocolate entera leche nestle nestle sabor trencito
115,Unimarc,Nestle,Leche Entera Trencito Nestlé Sabor Chocolate 200 Ml,560,Leche Entera,https://www.unimarc.cl/product/leche-chocolate-entera-trencito-nestle-200-ml,2024-11-02,3 x $1.680,200ml chocolate entera leche nestle nestle sabor trencito
116,Unimarc,Colun,Leche Entera Natural Colun 200 Ml,570,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-colun-200ml,2024-10-06,,200ml colun colun entera leche
117,Unimarc,Colun,Leche Entera Natural Colun 200 Ml,570,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-colun-200ml,2024-10-01,,200ml colun colun entera leche
118,Unimarc,Costa,Galletas Frac Clásica 110 G,580,Frac,https://www.unimarc.cl/product/galleta-frac-costa-110gr-clasica,2024-11-02,,110g clasica costa frac galletas
119,Unimarc,Costa,Galletas Frac Chocolate 110 G,580,Frac,https://www.unimarc.cl/product/galleta-frac-costa-110gr-chocolate,2024-11-02,,110g chocolate costa frac galletas
120,Unimarc,Costa,Galletas Frac Bi Cappuccino 110 G,580,Frac,https://www.unimarc.cl/product/galleta-frac-costa-110gr-bi-capuccino,2024-11-02,,110g bi cappuccino costa frac galletas
121,Unimarc,Costa,Galletas Frac Vainilla 110 G,580,Frac,https://www.unimarc.cl/product/galleta-frac-costa-110gr-vainilla,2024-11-02,,110g costa frac galletas vainilla
122,Santa Isabel,Costa,Galleta Frac Bi Capuccino 110 G,589,Frac,https://www.santaisabel.cl/galleta-frac-bi-capuccino-110-gr-2004370/p,2024-11-11,,110g bi capuccino costa frac galleta
123,Santa Isabel,Costa,Galleta Frac Naranja 110 G,589,Frac,https://www.santaisabel.cl/galleta-frac-naranja-110-gr-2004372/p,2024-11-11,,110g costa frac galleta naranja
124,Santa Isabel,Costa,Galleta Frac Chocolate 110 G,589,Frac,https://www.santaisabel.cl/galleta-frac-chocolate-110-g-2004369/p,2024-11-02,,110g chocolate costa frac galleta
125,Santa Isabel,Costa,Galleta Frac Naranja 110 G,589,Frac,https://www.santaisabel.cl/galleta-frac-naranja-110-gr-2004372/p,2024-11-02,,110g costa frac galleta naranja
126,Santa Isabel,Costa,Galleta Frac Bi Frutilla 110 G,589,Frac,https://www.santaisabel.cl/galleta-frac-bi-frutilla-110gr/p,2024-11-02,,110g bi costa frac frutilla galleta
127,Jumbo,Costa,Galleta Frac Bi Capuccino 110 G,590,Frac,https://www.jumbo.cl/galleta-frac-bi-capuccino-110-gr-2004370/p,2024-10-01,,110g bi capuccino costa frac galleta
128,Jumbo,Costa,Galleta Frac Clásica 110 G,590,Frac,https://www.jumbo.cl/galleta-frac-clasica-110-gr-2004368/p,2024-10-01,,110g clasica costa frac galleta
129,Unimarc,Colun,Leche Entera Natural Colun 200 Ml,590,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-colun-200ml,2024-11-11,,200ml colun colun entera leche
130,Jumbo,Costa,Galleta Frac Bi Frutilla 110 G,590,Frac,https://www.jumbo.cl/galleta-frac-bi-frutilla-110gr-2004371/p,2024-10-01,,110g bi costa frac frutilla galleta
131,Unimarc,Nestle,Leche Entera Trencito Nestlé Sabor Chocolate 200 Ml,590,Leche Entera,https://www.unimarc.cl/product/leche-chocolate-entera-trencito-nestle-200-ml,2024-10-06,,200ml chocolate entera leche nestle nestle sabor trencito
132,Jumbo,Costa,Galleta Frac Chocolate 110 G,590,Frac,https://www.jumbo.cl/galleta-frac-chocolate-110gr-2004369/p,2024-10-01,,110g chocolate costa frac galleta
133,Unimarc,Colun,Leche Entera Natural Colun 200 Ml,590,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-colun-200ml,2024-11-02,,200ml colun colun entera leche
134,Jumbo,Costa,Galleta Frac Vainilla 110 G,590,Frac,https://www.jumbo.cl/galleta-frac-vainilla-110-gr-2004367/p,2024-10-01,,110g costa frac galleta vainilla
135,Unimarc,Colun,Leche Entera Natural Colun 200 Ml,590,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-colun-200ml,2024-10-26,,200ml colun colun entera leche
136,Jumbo,Costa,Galleta Frac Naranja 110 G,590,Frac,https://www.jumbo.cl/galleta-frac-naranja-110-gr-2004372/p,2024-10-01,,110g costa frac galleta naranja
137,Santa Isabel,Minuto Verde,Hamburguesa Vegana De Porotos 100 G,594,Porotos,https://www.santaisabel.cl/hamburguesa-vegana-de-porotos-100-g/p,2024-10-01,,100g hamburguesa minuto porotos vegana verde
